k,rho,nu,beta
0.7258031672115977,1.4156928589995423,1.2279391996756719,-0.9466855720393259
1.0441268127390786,0.7612576263622439,0.7428124232564004,-0.9811823945524091
0.8974010846951841,0.8967646796832494,1.0147453653022087,-0.8945243880569049
0.8139591700496793,1.0263572912593582,1.2670662601948068,-1.022246910438233
0.8716197165125389,1.3369193389976561,1.277955682368262,-0.8123638760892335
0.9149546934015247,0.9003954510170677,0.9898711416415751,-0.9901774429693806
1.0547403498748458,0.5319101293039527,0.6820198210675033,-0.9457706379307923
0.8121994585250504,1.049152763251604,1.2191045895894173,-1.0449834722346298
0.6739361562071908,0.7964666184807426,0.9626969134332521,-1.0142736237180285
-0.03972923785925975,2.1360027741454717,2.102409078684107,-0.997119763221524
0.9317351025670433,0.5560348621196429,0.6350088713533576,-0.9792590273402626
1.2578462981720886,0.6834990375235688,0.6571234214545074,-0.8372731429849999
1.396327561658925,0.826103138866987,0.8746170799922874,-0.9092955696217154
1.1059055294554068,0.5890316640826374,0.6396087803343419,-0.8998727427746986
0.8314448514762864,0.7276925743347593,0.9143130673274288,-0.9142627838094814
1.1264140304041061,1.0554799928608962,1.0316461982193244,-0.9961575993200404
0.8575636496848955,0.9339524633232699,1.069733210605952,-0.9846874431331416
0.9610174362885971,0.7751552602381673,0.9464686610778359,-0.8246421931522621
0.9983874158566518,1.0710672037539517,1.0971121077959507,-0.8319502014037707
0.9616659516513096,0.4748834807575065,0.668557817673116,-0.9331765125027854
1.2288262344791643,0.5658202493050495,0.6226110547317568,-0.7993690892118668
0.7308789314742434,0.6952321945937829,0.9444800703665389,-1.0290395645822952
1.20492146868058,0.7176098037888887,0.7726584926117128,-0.9153504580819001
0.8435412474080397,0.9713123057313728,0.9587181377919096,-1.0048481074450324
0.9277729914511321,0.8657707657038665,1.0098281253116008,-1.061241143778208
0.796847155468279,0.8607591591169907,1.1334125825045684,-1.0121013320862557
1.109465534007811,0.932361657088701,0.9317242499085796,-0.9701071069892352
1.0345337183851309,1.128987929195478,1.0763892969098772,-0.9007318592016438
0.5047250516169696,1.7564694687171762,1.4727024785495717,-0.9808875078875732
0.6553845739324345,1.8600143347450224,1.6678760287695504,-0.8939908865424603
0.9332900662627893,1.1572774702975845,1.285284513024911,-1.0198956955013372
0.7341799902377932,1.7730880543461436,1.3702514228420155,-0.7951409780542062
0.8701954597315947,1.126372818740427,1.0491550330875177,-1.0407512912979038
0.965553514512294,1.153965810842886,1.1230297059824446,-0.8969404197824753
0.9363858341615316,0.8191673789744816,1.0252764485376822,-0.930430293465988
0.910825046750172,1.1138571271114825,1.0978783473496057,-1.0574514517645794
0.19164883875243266,1.6244876063072828,1.828906504352877,-1.0015236874918114
0.9645502878379157,1.4590516050677689,1.2491974519320226,-0.9128363360981637
1.122277063592749,0.9106396553505403,0.8029611814099504,-0.930946076647762
1.027791709560563,0.776249405630161,0.8001573027942523,-0.8842262646952198
1.0038589250207823,0.7387711048481499,0.8014811203193215,-0.9676902870819698
0.9076887459035775,0.4976020829013682,0.6217858183472174,-0.934576525395924
0.9586306043242964,0.4097863385626021,0.5469729298291509,-0.9279845667380137
1.0180185546590612,0.9984701172331585,1.0314092633669556,-0.8986707271443077
0.7983856316789566,0.6099235042390626,0.7845802127997442,-0.9587436634156324
0.9849098279372374,1.7326067462784134,1.221091556477856,-0.7124518142393131
1.14074230164371,0.7156898094158484,0.693700213123202,-0.9831037477506791
0.7275345970224585,1.326997862917808,1.2813712175449168,-0.8871187647644956
1.239372252907476,0.6729145819472714,0.773658958995218,-1.019524624469915
0.9279210419474734,0.9784386723925292,0.9396257785154111,-0.9482230525925832
1.0586455691286658,0.6260428189595011,0.7296111496004672,-0.9679459705536229
0.6467590261619365,1.3266527996762594,1.3607075376232698,-1.014870408050288
1.0619120175467969,1.5284883768306892,1.0803410362836838,-0.7539563811420066
0.9418313637929072,0.9913161038401828,1.0470421424416507,-0.8981517280849151
0.6143144110626797,1.2184727182438433,1.6161286388341476,-1.095822518742967
0.5959432241266854,1.552173200567766,1.6139699283077702,-0.8636731045346082
0.9653398462185376,0.45477013682747097,0.6753049886934386,-1.1440792951160506
1.2012210371173822,0.8600701100469912,0.9414609308671119,-0.8596204516121181
0.9835135333744798,1.2084574597021305,1.1479991345543945,-0.9980914841423715
0.9244220263400158,0.8678134031994644,1.0572571872011793,-0.9312869423083177
0.3395447199232719,1.6357673149934464,1.810663151680507,-1.1260028405334939
0.8728800412626878,0.8456768141190699,0.8778144236299271,-0.9414929931636681
1.1159880812023266,1.1206349152231407,1.0146483364276053,-0.7247075950777653
0.8767011943506995,1.1352445494043784,1.0320040574477813,-0.7951902488119507
0.9802832189014563,0.8825633828018956,0.8696015537042927,-0.959099474113969
1.0610236385370175,0.6547390065504133,0.6917648675924346,-0.7045528341224911
0.9970521899875364,1.045133071066833,1.0399121085426428,-1.0214343537993342
0.9641242345939811,1.4239678462129266,1.509062467595093,-0.9484207810846813
0.7010395421872734,1.2237175428177391,1.271434517459904,-1.0248403081245625
0.89800137852087,1.3752042876640707,1.2073245097968286,-0.9219171991510708
0.8916272093551088,0.4447697214628463,0.6281439092972716,-0.9370114683651658
0.8917226831944703,1.3809289488327234,1.19655103364956,-1.0088528385416933
0.9705174277798034,1.041873550828731,1.1946464681270237,-0.9503390347807118
0.991655705134141,1.5857187934357597,1.1653998210741792,-0.7484917185948593
0.9589369769050916,0.5274263250634882,0.6394826646144491,-0.966095100533399
0.9289606188141653,1.3945299658068238,1.162862101699987,-0.946020959648415
0.7702272232998097,0.830522082518659,0.9754969040419761,-1.0818559975934385
0.9811074474154315,0.8640807456947539,0.9727752739860818,-1.0135415324708485
1.1257105830752994,0.767569488725025,0.7982495630309081,-0.8883864530642785
0.6996053440076023,0.7428968411678528,0.8748767302140955,-0.9424276870157022
1.0223431107824097,1.1236468345427997,1.126550450135953,-0.8481443287906443
0.7547677078140107,0.6383996042331607,1.0095622077030992,-1.00179097683031
0.6593193038640474,1.2540784832032281,1.4040640192299079,-1.0054873259284056
0.6590832554369146,0.9441487901716226,1.2785043472139268,-0.9951849121753806
1.2375615581038129,0.6138626721081449,0.5925603375163858,-0.8696574598892804
0.8713900026236588,1.126866881352856,1.186310386665739,-0.835005505900768
1.1952472028781425,1.1195531770431002,1.1308522121911628,-0.9599135971005993
0.6258963635578807,1.3753932317800655,1.323747250013304,-1.0435646436204757
1.0923256599205726,0.7388940527876634,0.7998953557891629,-0.8673520595855152
1.0598434446178224,0.7279120241532779,0.7227693813516367,-0.847145424236061
1.0351145673326947,1.1322802388175637,1.011069660019352,-0.9099491977113529
0.8674333464428239,0.5696942260403765,0.7538842765760018,-0.9530328881338498
1.0803821188175338,0.7739416999251398,0.7668260599368281,-0.8782415785943326
1.1043309234144358,0.8278360385107648,0.861805501256151,-0.8862195889796288
0.8227829874653956,0.5520781611831178,0.8829425082214735,-1.1340122368478642
0.9459229164282082,1.0497250194202836,0.9908040004704419,-1.0240449799644762
1.3011817112399826,1.1440233288568606,0.8760303318870362,-0.851543792824947
0.7161849408025911,1.5993705156132776,1.3948794370087993,-0.8786999167514733
0.9439847790312164,1.3849197248592575,1.176670214920045,-0.8846115394868944
1.1272814338827777,1.1255336537330392,0.9881566481425825,-0.871550329672191
